1236932313642143745, yes, -7.897564e+01, no, wrong
1236289649737371648, yes, -2.697885e+01, yes, correct
1237501242567544835, yes, -8.917173e+01, no, wrong
1237029903112888321, yes, -5.763100e+01, no, wrong
1237270988334592001, yes, -3.966343e+01, yes, correct
1237477595916251137, yes, -4.901744e+01, yes, correct
1236936132715143168, yes, -4.285788e+01, yes, correct
1237138362261258244, yes, -7.315310e+01, yes, correct
1236601634454528000, yes, -7.167486e+01, no, wrong
1237204103970689026, yes, -4.799719e+01, yes, correct
1237015260571168768, yes, -4.323632e+01, yes, correct
1236848918849294336, yes, -7.550261e+00, no, wrong
1237034836893650945, yes, -8.069409e+01, no, wrong
1237503272555909120, yes, -3.642850e+01, yes, correct
1236181131147522049, no, -3.604869e+01, yes, wrong
1236751849769676801, yes, -7.683839e+01, yes, correct
1236817440606056448, yes, -2.579520e+01, yes, correct
1237283622589206530, yes, -6.006245e+01, yes, correct
1236490588276523008, yes, -3.989522e+01, no, wrong
1237611886905937920, no, -3.526629e+01, no, correct
1236833678380027904, yes, -6.636405e+01, yes, correct
1236766442571337729, yes, -1.788941e+01, yes, correct
1236973525866602496, yes, -9.252293e+01, yes, correct
1236321657096032256, no, -1.927847e+01, no, correct
1237585675571974145, yes, -5.600502e+01, no, wrong
1237070550679379968, yes, -7.972820e+01, yes, correct
1237235176452706304, yes, -6.865121e+01, yes, correct
1237412870192640005, yes, -5.737117e+01, no, wrong
1237219650456489984, yes, -6.685816e+01, yes, correct
1237305169932472320, yes, -3.777134e+01, yes, correct
1237137755651616770, yes, -1.709040e+01, no, wrong
1237122234675859456, no, -2.250502e+01, yes, wrong
1237361576480473088, yes, -2.947323e+01, no, wrong
1237130970396078084, no, -8.983676e+00, no, correct
1237543674675728386, yes, -3.642850e+01, yes, correct
1237010126881447936, yes, -9.605426e+00, no, wrong
1237040928092639232, yes, -8.030966e+01, yes, correct
1237608143519014913, yes, -2.146404e+01, no, wrong
1237024126889385986, yes, -1.761103e+01, no, wrong
1236759873884479490, yes, -4.159850e+01, no, wrong
1237015945186398208, yes, -3.609970e+01, yes, correct
1237124933211348992, yes, -4.759452e+01, yes, correct
1237330231293288449, yes, -7.955882e+01, yes, correct
1237460074123190273, yes, -7.164481e+01, yes, correct
1236386465086615557, no, -1.924511e+01, no, correct
1237047503029178370, yes, -7.872016e+01, yes, correct
1237263600584216577, yes, -8.656065e+01, no, wrong
1236509612142145536, yes, -2.853395e+01, yes, correct
1237326787111239681, yes, -2.131020e+01, yes, correct
1237373539176628225, yes, -1.085383e+02, yes, correct
1237562584477265920, yes, -8.768122e+01, yes, correct
1237077247636496385, yes, -2.017077e+01, no, wrong
1237560750102556672, yes, -7.926659e+01, yes, correct
1236973636751425536, no, -4.092364e+01, no, correct
1236992946509094913, yes, -5.572417e+01, yes, correct
